CaseID,Activity,Arrival_Time,Start_Time,End_Time,Resource,Regime_Mode
26,Underwriting,387.2292935096885,387.2292935096885,438.2639720262299,Primary_UW,1
28,Underwriting,390.8963076046164,411.82574928448776,473.6941975681394,Primary_UW,1
33,Data_Entry,472.72260054877086,472.72260054877086,483.75746624987414,Clerk,2
19,Underwriting,264.34160016996674,287.4106807962976,491.6592610403468,Primary_UW,2
34,Data_Entry,496.3829732419455,496.3829732419455,505.484286176631,Clerk,1
35,Data_Entry,510.1204954998757,510.1204954998757,523.0745777474024,Clerk,2
30,Underwriting,405.84388294617764,473.6941975681394,525.3526799411028,Primary_UW,1
32,Underwriting,411.7991202642644,491.6592610403468,526.1935287547442,Primary_UW,1
36,Data_Entry,522.412413326042,522.412413326042,530.4912847559964,Clerk,1
37,Data_Entry,529.6679781124142,529.6679781124142,540.1176517943325,Clerk,1
38,Data_Entry,533.3363230384457,533.3363230384457,541.7185541414901,Clerk,1
34,Underwriting,505.484286176631,526.1935287547442,541.8690753804473,Primary_UW,1
39,Data_Entry,562.5872659388565,562.5872659388565,570.981358844576,Clerk,1
40,Data_Entry,574.8121150630552,574.8121150630552,579.3105490154146,Clerk,1
41,Data_Entry,592.0637126295599,592.0637126295599,599.7090688510355,Clerk,2
42,Data_Entry,601.1330169684727,601.1330169684727,610.2226430432348,Clerk,1
43,Data_Entry,601.3690439301106,601.3690439301106,614.0914947442777,Clerk,1
44,Data_Entry,622.7506725156404,622.7506725156404,629.7409407849108,Clerk,1
22,Underwriting,349.3276525236236,349.3276525236236,646.5410472708245,Primary_UW,2
45,Data_Entry,647.996427547778,647.996427547778,655.0214111915235,Clerk,2
46,Data_Entry,655.9825890658624,655.9825890658624,666.7295244706929,Clerk,2
31,Underwriting,405.3734974539669,438.2639720262299,672.608863880683,Primary_UW,2
36,Underwriting,530.4912847559964,646.5410472708245,678.8906764738791,Primary_UW,1
47,Data_Entry,673.4033112270764,673.4033112270764,680.3695255527805,Clerk,1
48,Data_Entry,682.9801672175339,682.9801672175339,691.3876596522344,Clerk,1
49,Data_Entry,689.5819924838632,689.5819924838632,700.5019654770234,Clerk,1
50,Data_Entry,705.2909291186683,705.2909291186683,711.906221999447,Clerk,1
37,Underwriting,540.1176517943325,672.608863880683,723.5922819450764,Primary_UW,1
38,Underwriting,541.7185541414901,678.8906764738791,733.779347640584,Primary_UW,1
35,Underwriting,523.0745777474024,541.8690753804473,746.3747225700122,Primary_UW,2
39,Underwriting,570.981358844576,723.5922819450764,762.8024123207645,Primary_UW,1
40,Underwriting,579.3105490154146,733.779347640584,771.9916203353572,Primary_UW,1
51,Data_Entry,769.2346563457651,769.2346563457651,778.0660830979665,Clerk,2
52,Data_Entry,777.9818349943791,777.9818349943791,785.5930579291785,Clerk,1
53,Data_Entry,782.9332627466421,782.9332627466421,788.2741339020577,Clerk,2
54,Data_Entry,785.918143900524,785.918143900524,793.1161668874713,Clerk,1
56,Data_Entry,789.9199567067704,789.9199567067704,796.3393064035415,Clerk,2
55,Data_Entry,789.0380407112139,789.0380407112139,796.4063306189007,Clerk,1
57,Data_Entry,792.8131544698401,792.8131544698401,800.593605320754,Clerk,1
58,Data_Entry,802.9699402587358,802.9699402587358,812.1884671999894,Clerk,2
42,Underwriting,610.2226430432348,762.8024123207645,813.1247018540301,Primary_UW,1
43,Underwriting,614.0914947442777,771.9916203353572,816.7843294256705,Primary_UW,1
59,Data_Entry,822.7416626110376,822.7416626110376,830.7274726792963,Clerk,1
60,Data_Entry,829.5092402159185,829.5092402159185,834.101483489959,Clerk,1
41,Underwriting,599.7090688510355,746.3747225700122,848.0608646585898,Primary_UW,2
61,Data_Entry,845.1802368309255,845.1802368309255,853.2817093478188,Clerk,1
62,Data_Entry,846.4234864875272,846.4234864875272,854.7385525948456,Clerk,1
63,Data_Entry,870.1610642449562,870.1610642449562,877.8693183049274,Clerk,1
43,VP_Approval,816.7843294256705,816.7843294256705,886.1687427392935,VP,1
64,Data_Entry,877.3048964518758,877.3048964518758,886.2442582794756,Clerk,1
65,Data_Entry,880.7539848869412,880.7539848869412,888.835557380105,Clerk,1
44,Underwriting,629.7409407849108,813.1247018540301,908.181478357387,Primary_UW,1
66,Data_Entry,904.463537488389,904.463537488389,910.214668819624,Clerk,1
47,Underwriting,680.3695255527805,908.181478357387,968.5684398961765,Primary_UW,1
29,Underwriting,400.51411301728535,427.498417810646,979.6066043287024,Primary_UW,2
67,Data_Entry,991.3398605350903,991.3398605350903,996.7024377390662,Clerk,1
29,VP_Approval,979.6066043287024,979.6066043287024,1008.7576281928517,VP,2
48,Underwriting,691.3876596522344,968.5684398961765,1029.9072511465379,Primary_UW,1
68,Data_Entry,1022.6438015759545,1022.6438015759545,1032.3820096829345,Clerk,1
69,Data_Entry,1030.6218102676662,1030.6218102676662,1036.6886577057728,Clerk,1
70,Data_Entry,1031.3469073188069,1031.3469073188069,1038.237180141293,Clerk,1
71,Data_Entry,1035.044840369536,1035.044840369536,1043.4588271120942,Clerk,1
72,Data_Entry,1041.6439522080714,1041.6439522080714,1048.6653148221055,Clerk,1
73,Data_Entry,1051.380860910139,1051.380860910139,1056.509298096219,Clerk,1
49,Underwriting,700.5019654770234,979.6066043287024,1057.9512575602464,Primary_UW,1
44,VP_Approval,908.181478357387,908.181478357387,1058.7259076112732,VP,1
74,Data_Entry,1055.604655260775,1055.604655260775,1063.9405336180057,Clerk,1
75,Data_Entry,1064.9804039358862,1064.9804039358862,1074.393272311302,Clerk,1
76,Data_Entry,1075.5103681714454,1075.5103681714454,1081.7080339245763,Clerk,1
78,Data_Entry,1080.0329482384034,1080.0329482384034,1086.4890391481194,Clerk,2
77,Data_Entry,1077.5659894330486,1077.5659894330486,1090.566391971849,Clerk,1
79,Data_Entry,1083.2507003595297,1083.2507003595297,1090.6647851792127,Clerk,1
80,Data_Entry,1086.6424830665023,1086.6424830665023,1097.0659027305057,Clerk,1
81,Data_Entry,1093.1631836428696,1093.1631836428696,1098.8080171599825,Clerk,1
45,Underwriting,655.0214111915235,816.7843294256705,1102.3666239078384,Primary_UW,2
83,Data_Entry,1129.1820045252773,1129.1820045252773,1134.223763527803,Clerk,1
50,Underwriting,711.906221999447,1029.9072511465379,1137.2666689456391,Primary_UW,1
82,Data_Entry,1125.909492577249,1125.909492577249,1137.9966416278894,Clerk,1
84,Data_Entry,1133.462053792054,1133.462053792054,1142.093310864367,Clerk,1
85,Data_Entry,1134.3657614345707,1134.3657614345707,1143.194082337144,Clerk,2
33,Underwriting,483.75746624987414,525.3526799411028,1150.9996043642147,Primary_UW,2
52,Underwriting,785.5930579291785,1102.3666239078384,1151.3256611501204,Primary_UW,1
54,Underwriting,793.1161668874713,1150.9996043642147,1178.2541335417684,Primary_UW,1
51,Underwriting,778.0660830979665,1057.9512575602464,1187.3136580507746,Primary_UW,2
86,Data_Entry,1200.916181442486,1200.916181442486,1209.7196681088858,Clerk,1
87,Data_Entry,1204.6140713234602,1204.6140713234602,1213.6746633485177,Clerk,1
55,Underwriting,796.4063306189007,1178.2541335417684,1233.3335801219864,Primary_UW,1
88,Data_Entry,1229.9844790049733,1229.9844790049733,1236.6436338977649,Clerk,1
57,Underwriting,800.593605320754,1187.3136580507746,1237.653349950082,Primary_UW,1
89,Data_Entry,1251.5152660274784,1251.5152660274784,1258.1061967730516,Clerk,1
56,Underwriting,796.3393064035415,1151.3256611501204,1262.1255789184074,Primary_UW,2
59,Underwriting,830.7274726792963,1237.653349950082,1287.91432787867,Primary_UW,1
90,Data_Entry,1303.8460245820843,1303.8460245820843,1309.558251500372,Clerk,1
91,Data_Entry,1324.2320845715406,1324.2320845715406,1334.1760520386217,Clerk,2
61,Underwriting,853.2817093478188,1287.91432787867,1341.9439885988227,Primary_UW,1
60,Underwriting,834.101483489959,1262.1255789184074,1356.4094186806433,Primary_UW,1
93,Data_Entry,1359.1394075742326,1359.1394075742326,1365.5234104109443,Clerk,1
92,Data_Entry,1357.7808997241652,1357.7808997241652,1369.3412212175301,Clerk,1
62,Underwriting,854.7385525948456,1341.9439885988227,1372.2130868349147,Primary_UW,1
94,Data_Entry,1370.280673044768,1370.280673044768,1381.1833989255229,Clerk,1
95,Data_Entry,1382.3499408597506,1382.3499408597506,1392.8001087882897,Clerk,1
63,Underwriting,877.8693183049274,1356.4094186806433,1417.6514562126654,Primary_UW,1
97,Data_Entry,1417.2499976988508,1417.2499976988508,1424.8365979415762,Clerk,1
64,Underwriting,886.2442582794756,1372.2130868349147,1424.9392807749373,Primary_UW,1
96,Data_Entry,1410.6390610979558,1410.6390610979558,1425.0651442022656,Clerk,1
98,Data_Entry,1434.944646125328,1434.944646125328,1441.3379867069357,Clerk,1
65,Underwriting,888.835557380105,1417.6514562126654,1450.717455224913,Primary_UW,1
66,Underwriting,910.214668819624,1424.9392807749373,1456.2573188584795,Primary_UW,1
99,Data_Entry,1451.1664759608707,1451.1664759608707,1460.0394252247208,Clerk,2
100,Data_Entry,1451.283077017734,1451.283077017734,1461.749318437237,Clerk,1
101,Data_Entry,1479.3950368328744,1479.3950368328744,1492.0248510063334,Clerk,2
102,Data_Entry,1489.8769606172955,1489.8769606172955,1497.4198321547415,Clerk,1
68,Underwriting,1032.3820096829345,1456.2573188584795,1501.1915889241286,Primary_UW,1
67,Underwriting,996.7024377390662,1450.717455224913,1501.9543969490835,Primary_UW,1
65,VP_Approval,1450.717455224913,1450.717455224913,1507.448332341612,VP,1
103,Data_Entry,1494.299473390757,1494.299473390757,1512.7676810707187,Clerk,1
58,Underwriting,812.1884671999894,1233.3335801219864,1514.614031239153,Primary_UW,2
104,Data_Entry,1517.9532005976705,1517.9532005976705,1525.5898669329436,Clerk,2
53,Underwriting,788.2741339020577,1137.2666689456391,1528.4176878674075,Primary_UW,2
105,Data_Entry,1521.3978636525553,1521.3978636525553,1531.5146913716685,Clerk,1
70,Underwriting,1038.237180141293,1501.9543969490835,1533.6804110178932,Primary_UW,1
58,VP_Approval,1514.614031239153,1514.614031239153,1540.2317948409818,VP,2
106,Data_Entry,1547.2617874367793,1547.2617874367793,1553.5959770571744,Clerk,1
107,Data_Entry,1549.2764698078797,1549.2764698078797,1554.4603084508444,Clerk,1
69,Underwriting,1036.6886577057728,1501.1915889241286,1558.604369640598,Primary_UW,1
71,Underwriting,1043.4588271120942,1514.614031239153,1568.8307305359147,Primary_UW,1
73,Underwriting,1056.509298096219,1533.6804110178932,1577.098164980537,Primary_UW,1
72,Underwriting,1048.6653148221055,1528.4176878674075,1582.4344846555177,Primary_UW,1
74,Underwriting,1063.9405336180057,1558.604369640598,1595.9940230437905,Primary_UW,1
108,Data_Entry,1594.1363483870587,1594.1363483870587,1602.7380003863718,Clerk,1
109,Data_Entry,1594.4375329788768,1594.4375329788768,1603.6043967118756,Clerk,1
74,VP_Approval,1595.9940230437905,1595.9940230437905,1625.7465494927226,VP,1
76,Underwriting,1081.7080339245763,1577.098164980537,1625.796142392883,Primary_UW,1
75,Underwriting,1074.393272311302,1568.8307305359147,1631.794502810449,Primary_UW,1
110,Data_Entry,1626.489341097502,1626.489341097502,1635.5808074319868,Clerk,1
77,Underwriting,1090.566391971849,1595.9940230437905,1643.5301525157715,Primary_UW,1
112,Data_Entry,1647.8382906824127,1647.8382906824127,1653.23991220045,Clerk,1
79,Underwriting,1090.6647851792127,1625.796142392883,1654.094729585135,Primary_UW,1
113,Data_Entry,1650.85732733622,1650.85732733622,1657.0208747338158,Clerk,1
111,Data_Entry,1646.465534402774,1646.465534402774,1657.6680752688103,Clerk,1
114,Data_Entry,1655.2267445410084,1655.2267445410084,1664.7538008700294,Clerk,2
115,Data_Entry,1655.5141317580837,1655.5141317580837,1665.0447949569498,Clerk,1
80,Underwriting,1097.0659027305057,1631.794502810449,1687.7364116709653,Primary_UW,1
76,VP_Approval,1625.796142392883,1625.796142392883,1689.0127455451645,VP,1
78,Underwriting,1086.4890391481194,1582.4344846555177,1698.3146654135865,Primary_UW,2
117,Data_Entry,1691.7958270830102,1691.7958270830102,1703.2765538033595,Clerk,1
116,Data_Entry,1679.4865189001287,1679.4865189001287,1705.4273818943964,Clerk,1
83,Underwriting,1134.223763527803,1654.094729585135,1709.022228104019,Primary_UW,1
118,Data_Entry,1701.0158563897448,1701.0158563897448,1710.9444354819482,Clerk,2
81,Underwriting,1098.8080171599825,1643.5301525157715,1712.4690450850114,Primary_UW,1
82,Underwriting,1137.9966416278894,1687.7364116709653,1743.9049174414988,Primary_UW,1
119,Data_Entry,1743.255875115841,1743.255875115841,1749.732195036999,Clerk,2
120,Data_Entry,1746.9581089716962,1746.9581089716962,1754.0177269241053,Clerk,1
84,Underwriting,1142.093310864367,1698.3146654135865,1763.7852338884165,Primary_UW,1
121,Data_Entry,1762.6056184433457,1762.6056184433457,1770.9748514292144,Clerk,1
86,Underwriting,1209.7196681088858,1712.4690450850114,1773.026203620039,Primary_UW,1
122,Data_Entry,1771.20071824334,1771.20071824334,1775.864471026057,Clerk,1
123,Data_Entry,1774.7287021030086,1774.7287021030086,1779.762552806498,Clerk,1
87,Underwriting,1213.6746633485177,1743.9049174414988,1784.5660457357137,Primary_UW,1
124,Data_Entry,1805.9042892524358,1805.9042892524358,1817.225581009621,Clerk,1
90,Underwriting,1309.558251500372,1784.5660457357137,1821.577493124676,Primary_UW,1
125,Data_Entry,1822.1595158448245,1822.1595158448245,1828.0696974926668,Clerk,1
126,Data_Entry,1823.0300262426495,1823.0300262426495,1829.6190743114928,Clerk,1
89,Underwriting,1258.1061967730516,1773.026203620039,1831.8475060871283,Primary_UW,1
127,Data_Entry,1827.5510825517947,1827.5510825517947,1837.5640332474509,Clerk,1
128,Data_Entry,1831.8367077490732,1831.8367077490732,1838.3960478956512,Clerk,1
129,Data_Entry,1838.0147192632814,1838.0147192632814,1844.7309016488318,Clerk,1
130,Data_Entry,1844.5606834154187,1844.5606834154187,1860.097045645344,Clerk,1
88,Underwriting,1236.6436338977649,1763.7852338884165,1876.6131088139432,Primary_UW,1
93,Underwriting,1365.5234104109443,1831.8475060871283,1877.371008810337,Primary_UW,1
131,Data_Entry,1872.5331829034835,1872.5331829034835,1882.4098558297667,Clerk,2
132,Data_Entry,1882.0603933011441,1882.0603933011441,1888.7560834668645,Clerk,1
92,Underwriting,1369.3412212175301,1876.6131088139432,1896.4976571646507,Primary_UW,1
133,Data_Entry,1888.8034658129332,1888.8034658129332,1899.3492903218937,Clerk,1
134,Data_Entry,1896.3090633092345,1896.3090633092345,1902.7472297053162,Clerk,1
89,VP_Approval,1831.8475060871283,1831.8475060871283,1903.596000574528,VP,1
85,Underwriting,1143.194082337144,1709.022228104019,1911.542188838247,Primary_UW,2
135,Data_Entry,1903.999960350947,1903.999960350947,1913.5019022077163,Clerk,2
136,Data_Entry,1906.2314543767886,1906.2314543767886,1916.8195102168427,Clerk,1
46,Underwriting,666.7295244706929,848.0608646585898,1920.7728295007469,Primary_UW,2
94,Underwriting,1381.1833989255229,1877.371008810337,1925.5335577413182,Primary_UW,1
137,Data_Entry,1918.258241832312,1918.258241832312,1925.6447094755847,Clerk,1
95,Underwriting,1392.8001087882897,1896.4976571646507,1939.193665037008,Primary_UW,1
97,Underwriting,1424.8365979415762,1911.542188838247,1939.1992601019406,Primary_UW,1
139,Data_Entry,1937.6132081992591,1937.6132081992591,1946.8343098312034,Clerk,1
138,Data_Entry,1934.9485295006966,1934.9485295006966,1948.8172540430423,Clerk,2
140,Data_Entry,1945.3486092399771,1945.3486092399771,1956.4796712359712,Clerk,1
141,Data_Entry,1951.7708694547237,1951.7708694547237,1956.9476793188815,Clerk,1
96,Underwriting,1425.0651442022656,1920.7728295007469,1957.7396909766194,Primary_UW,1
98,Underwriting,1441.3379867069357,1925.5335577413182,1959.9546081245057,Primary_UW,1
95,VP_Approval,1939.193665037008,1939.193665037008,1961.1991741564948,VP,1
142,Data_Entry,1966.0735921114751,1966.0735921114751,1975.402760039325,Clerk,2
143,Data_Entry,1978.880979384864,1978.880979384864,1989.1835168015305,Clerk,2
102,Underwriting,1497.4198321547415,1959.9546081245057,1993.6355519987947,Primary_UW,1
96,VP_Approval,1957.7396909766194,1957.7396909766194,1998.7003775119395,VP,1
145,Data_Entry,1998.8408679421464,1998.8408679421464,2001.9291649164677,Clerk,1
144,Data_Entry,1996.5195011062203,1996.5195011062203,2004.5411371229152,Clerk,1
146,Data_Entry,1999.4591463410568,1999.4591463410568,2005.4646943347261,Clerk,1
147,Data_Entry,2006.7750103798023,2006.7750103798023,2014.345286592436,Clerk,1
103,Underwriting,1512.7676810707187,1993.6355519987947,2024.4883613590903,Primary_UW,1
100,Underwriting,1461.749318437237,1939.1992601019406,2043.6653456797433,Primary_UW,1
148,Data_Entry,2059.7421260672963,2059.7421260672963,2065.0593831615724,Clerk,1
91,Underwriting,1334.1760520386217,1821.577493124676,2075.8910576015573,Primary_UW,2
149,Data_Entry,2086.3859975975183,2086.3859975975183,2098.969441660808,Clerk,1
150,Data_Entry,2094.8189911767217,2094.8189911767217,2100.127130450788,Clerk,1
91,VP_Approval,2075.8910576015573,2075.8910576015573,2118.325672175571,VP,2
106,Underwriting,1553.5959770571744,2075.8910576015573,2122.9921517421817,Primary_UW,1
105,Underwriting,1531.5146913716685,2043.6653456797433,2129.5465092381364,Primary_UW,1
152,Data_Entry,2125.7197344729207,2125.7197344729207,2131.8030350374042,Clerk,1
151,Data_Entry,2122.1195762282523,2122.1195762282523,2133.6957514475876,Clerk,1
104,Underwriting,1525.5898669329436,2024.4883613590903,2140.226485770018,Primary_UW,2
153,Data_Entry,2143.1393935867754,2143.1393935867754,2149.9599082774753,Clerk,2
154,Data_Entry,2146.991735977835,2146.991735977835,2155.3307136326152,Clerk,1
155,Data_Entry,2150.796491628779,2150.796491628779,2158.0712159688574,Clerk,1
156,Data_Entry,2152.583700211676,2152.583700211676,2161.0327603045966,Clerk,2
107,Underwriting,1554.4603084508444,2122.9921517421817,2167.8766831990524,Primary_UW,1
157,Data_Entry,2167.29092638217,2167.29092638217,2177.2515452237617,Clerk,1
158,Data_Entry,2176.677582628274,2176.677582628274,2182.310656930509,Clerk,1
108,Underwriting,1602.7380003863718,2129.5465092381364,2183.3232684919208,Primary_UW,1
109,Underwriting,1603.6043967118756,2140.226485770018,2188.632490864649,Primary_UW,1
159,Data_Entry,2183.2172784342506,2183.2172784342506,2198.7028699566254,Clerk,1
112,Underwriting,1653.23991220045,2183.3232684919208,2203.797454636098,Primary_UW,1
160,Data_Entry,2197.4871946422713,2197.4871946422713,2207.2296693479943,Clerk,2
161,Data_Entry,2203.2310012740804,2203.2310012740804,2212.1154068760366,Clerk,1
162,Data_Entry,2220.034509810713,2220.034509810713,2227.7064023061216,Clerk,1
113,Underwriting,1657.0208747338158,2188.632490864649,2230.7004321936274,Primary_UW,1
163,Data_Entry,2226.5510036567157,2226.5510036567157,2233.5944650153647,Clerk,1
111,Underwriting,1657.6680752688103,2203.797454636098,2238.642821806114,Primary_UW,1
164,Data_Entry,2237.6444689963396,2237.6444689963396,2248.181339987253,Clerk,2
165,Data_Entry,2244.513391962169,2244.513391962169,2251.1468558299043,Clerk,1
110,Underwriting,1635.5808074319868,2167.8766831990524,2252.178779045368,Primary_UW,1
166,Data_Entry,2258.154467118183,2258.154467118183,2267.109268505205,Clerk,2
169,Data_Entry,2266.371814024481,2266.371814024481,2272.7399162201195,Clerk,2
168,Data_Entry,2266.042101060355,2266.042101060355,2275.90607035096,Clerk,1
167,Data_Entry,2265.7140604400124,2265.7140604400124,2276.135431795227,Clerk,1
170,Data_Entry,2273.8038503796847,2273.8038503796847,2280.7067785075387,Clerk,1
171,Data_Entry,2276.6577644271165,2276.6577644271165,2286.8761446523913,Clerk,1
115,Underwriting,1665.0447949569498,2238.642821806114,2290.2059163401777,Primary_UW,1
172,Data_Entry,2282.3772939876862,2282.3772939876862,2292.184437790938,Clerk,2
173,Data_Entry,2285.86587851548,2285.86587851548,2293.981002845083,Clerk,1
174,Data_Entry,2295.1690782799255,2295.1690782799255,2307.149807597194,Clerk,1
175,Data_Entry,2307.771885131141,2307.771885131141,2314.6101127865304,Clerk,1
117,Underwriting,1703.2765538033595,2252.178779045368,2316.2400478297986,Primary_UW,1
176,Data_Entry,2324.612351250972,2324.612351250972,2332.2622746839847,Clerk,2
177,Data_Entry,2324.859437914532,2324.859437914532,2336.2141526809532,Clerk,1
116,Underwriting,1705.4273818943964,2290.2059163401777,2337.0549767559405,Primary_UW,1
178,Data_Entry,2338.1437271486548,2338.1437271486548,2348.5671231055476,Clerk,1
99,Underwriting,1460.0394252247208,1939.193665037008,2363.610964567228,Primary_UW,2
179,Data_Entry,2352.5700187114703,2352.5700187114703,2364.6511355547423,Clerk,1
180,Data_Entry,2363.784926162748,2363.784926162748,2373.8049541760197,Clerk,1
181,Data_Entry,2384.316009123743,2384.316009123743,2391.7563746165965,Clerk,1
182,Data_Entry,2384.6281755781806,2384.6281755781806,2393.6284035367603,Clerk,1
114,Underwriting,1664.7538008700294,2230.7004321936274,2402.5090458230275,Primary_UW,2
120,Underwriting,1754.0177269241053,2363.610964567228,2408.689289762807,Primary_UW,1
117,VP_Approval,2316.2400478297986,2316.2400478297986,2409.7135414056474,VP,1
184,Data_Entry,2423.667160485604,2423.667160485604,2430.0558795892343,Clerk,1
183,Data_Entry,2422.7186877397294,2422.7186877397294,2432.4811739986812,Clerk,1
185,Data_Entry,2424.9568642280497,2424.9568642280497,2440.254773691785,Clerk,2
186,Data_Entry,2435.96470781291,2435.96470781291,2442.003444217668,Clerk,1
121,Underwriting,1770.9748514292144,2402.5090458230275,2444.94274244486,Primary_UW,1
122,Underwriting,1775.864471026057,2408.689289762807,2455.158892116081,Primary_UW,1
187,Data_Entry,2454.278854664161,2454.278854664161,2465.83749527429,Clerk,1
188,Data_Entry,2459.834158941699,2459.834158941699,2469.6943313370707,Clerk,1
123,Underwriting,1779.762552806498,2444.94274244486,2472.44655283966,Primary_UW,1
101,Underwriting,1492.0248510063334,1957.7396909766194,2481.035387445139,Primary_UW,2
189,Data_Entry,2482.56569685456,2482.56569685456,2489.2305737725796,Clerk,1
101,VP_Approval,2481.035387445139,2481.035387445139,2510.470742443126,VP,2
124,Underwriting,1817.225581009621,2455.158892116081,2512.5361446132993,Primary_UW,1
125,Underwriting,1828.0696974926668,2472.44655283966,2516.9292947122376,Primary_UW,1
126,Underwriting,1829.6190743114928,2481.035387445139,2527.112752061987,Primary_UW,1
190,Data_Entry,2521.430833889494,2521.430833889494,2527.8056219237437,Clerk,1
118,Underwriting,1710.9444354819482,2316.2400478297986,2532.976998329165,Primary_UW,2
191,Data_Entry,2536.1744732894153,2536.1744732894153,2543.0700671324757,Clerk,1
128,Underwriting,1838.3960478956512,2516.9292947122376,2559.0768653806444,Primary_UW,1
