CaseID,Activity,Arrival_Time,Start_Time,End_Time,Resource,Regime_Mode
26,Underwriting,383.3783541906855,383.3783541906855,450.8967309423431,Primary_UW,1
4,Underwriting,52.64252703274879,234.6902163674277,477.4085536336023,Reserve_UW,2
33,Data_Entry,472.72260054877086,472.72260054877086,483.1429205559801,Clerk,2
34,Data_Entry,496.3829732419455,496.3829732419455,504.37462097976874,Clerk,1
35,Data_Entry,510.1204954998757,510.1204954998757,519.2224648982735,Clerk,2
36,Data_Entry,522.412413326042,522.412413326042,529.1416658661961,Clerk,1
38,Data_Entry,533.3363230384457,533.3363230384457,541.4151944684,Clerk,1
37,Data_Entry,529.6679781124142,529.6679781124142,542.6220603599409,Clerk,1
37,Underwriting,542.6220603599409,542.6220603599409,558.2976069856439,Primary_UW,1
34,Underwriting,504.37462097976874,504.37462097976874,571.155257038344,Primary_UW,1
39,Data_Entry,562.5872659388565,562.5872659388565,573.0369396207748,Clerk,1
36,Underwriting,529.1416658661961,529.1416658661961,580.7951805946157,Primary_UW,1
40,Data_Entry,574.8121150630552,574.8121150630552,582.2776552788838,Clerk,1
41,Data_Entry,592.0637126295599,592.0637126295599,596.5621465819193,Clerk,2
42,Data_Entry,601.1330169684727,601.1330169684727,608.7783731899483,Clerk,1
43,Data_Entry,601.3690439301106,601.3690439301106,610.4586700048727,Clerk,1
39,Underwriting,573.0369396207748,573.0369396207748,619.3219809429347,Primary_UW,1
38,Underwriting,541.4151944684,541.4151944684,624.999641486163,Primary_UW,1
40,Underwriting,582.2776552788838,582.2776552788838,628.6500485988618,Primary_UW,1
44,Data_Entry,622.7506725156404,622.7506725156404,629.15806192235,Clerk,1
6,Underwriting,59.239150988442425,240.79005225623223,641.6158636018126,Reserve_UW,2
43,Underwriting,610.4586700048727,610.4586700048727,646.7904163012399,Primary_UW,1
45,Data_Entry,647.996427547778,647.996427547778,654.9626418734821,Clerk,2
46,Data_Entry,655.9825890658624,655.9825890658624,665.5081635256596,Clerk,2
44,Underwriting,629.15806192235,629.15806192235,665.7305835255888,Primary_UW,1
47,Data_Entry,673.4033112270764,673.4033112270764,684.3232842202366,Clerk,1
42,Underwriting,608.7783731899483,608.7783731899483,689.5121970157564,Primary_UW,1
48,Data_Entry,682.9801672175339,682.9801672175339,689.5954600983126,Clerk,1
49,Data_Entry,689.5819924838632,689.5819924838632,696.8419033695338,Clerk,1
50,Data_Entry,705.2909291186683,705.2909291186683,714.1223558708697,Clerk,1
48,Underwriting,689.5954600983126,689.5954600983126,714.4886438416265,Primary_UW,1
47,Underwriting,684.3232842202366,684.3232842202366,723.5334145959247,Primary_UW,1
43,VP_Approval,646.7904163012399,646.7904163012399,725.2827443169062,VP,1
44,VP_Approval,665.7305835255888,665.7305835255888,730.9437924630023,VP,1
49,Underwriting,696.8419033695338,696.8419033695338,747.1641929027995,Primary_UW,1
50,Underwriting,714.1223558708697,714.1223558708697,758.915064961183,Primary_UW,1
51,Data_Entry,769.2346563457651,769.2346563457651,776.8458792805644,Clerk,2
52,Data_Entry,777.9818349943791,777.9818349943791,783.3227061497947,Clerk,1
53,Data_Entry,782.9332627466421,782.9332627466421,790.1312857335894,Clerk,2
54,Data_Entry,785.918143900524,785.918143900524,792.3374935972951,Clerk,1
55,Data_Entry,789.0380407112139,789.0380407112139,796.8184915621277,Clerk,1
56,Data_Entry,789.9199567067704,789.9199567067704,799.138483648024,Clerk,2
57,Data_Entry,792.8131544698401,792.8131544698401,801.4184118852612,Clerk,1
58,Data_Entry,802.9699402587358,802.9699402587358,807.5621835327764,Clerk,2
52,Underwriting,783.3227061497947,783.3227061497947,822.2974636654606,Primary_UW,1
59,Data_Entry,822.7416626110376,822.7416626110376,830.8431351279309,Clerk,1
60,Data_Entry,829.5092402159185,829.5092402159185,837.8243063232369,Clerk,1
57,Underwriting,801.4184118852612,801.4184118852612,844.8080922706337,Primary_UW,1
55,Underwriting,796.8184915621277,796.8184915621277,846.3703693203813,Primary_UW,1
61,Data_Entry,845.1802368309255,845.1802368309255,854.1195986585253,Clerk,1
62,Data_Entry,846.4234864875272,846.4234864875272,854.5050589806909,Clerk,1
60,Underwriting,837.8243063232369,837.8243063232369,879.2149813303918,Primary_UW,1
63,Data_Entry,870.1610642449562,870.1610642449562,880.3936766027372,Clerk,1
61,Underwriting,854.1195986585253,854.1195986585253,882.1286798245978,Primary_UW,1
54,Underwriting,792.3374935972951,792.3374935972951,887.394270100652,Primary_UW,1
64,Data_Entry,877.3048964518758,877.3048964518758,887.6582407086078,Clerk,1
65,Data_Entry,880.7539848869412,880.7539848869412,893.1930047278213,Clerk,1
63,Underwriting,880.3936766027372,880.3936766027372,911.463747898438,Primary_UW,1
64,Underwriting,887.6582407086078,887.6582407086078,913.1730636444901,Primary_UW,1
66,Data_Entry,904.463537488389,904.463537488389,920.2182052588612,Clerk,1
62,Underwriting,854.5050589806909,854.5050589806909,925.112047406808,Primary_UW,1
65,Underwriting,893.1930047278213,893.1930047278213,949.7213861180587,Primary_UW,1
66,Underwriting,920.2182052588612,920.2182052588612,950.2959484671767,Primary_UW,1
59,Underwriting,830.8431351279309,830.8431351279309,950.5800362365912,Primary_UW,1
65,VP_Approval,949.7213861180587,949.7213861180587,988.0793364561853,VP,1
67,Data_Entry,991.3398605350903,991.3398605350903,999.7538472776487,Clerk,1
68,Data_Entry,1022.6438015759545,1022.6438015759545,1027.7722387620345,Clerk,1
15,Underwriting,230.0609172228733,477.4085536336023,1029.5167401516587,Reserve_UW,2
67,Underwriting,999.7538472776487,999.7538472776487,1036.3012359523018,Primary_UW,1
70,Data_Entry,1031.3469073188069,1031.3469073188069,1037.5445730719377,Clerk,1
69,Data_Entry,1030.6218102676662,1030.6218102676662,1040.034678643082,Clerk,1
71,Data_Entry,1035.044840369536,1035.044840369536,1048.0452429083364,Clerk,1
72,Data_Entry,1041.6439522080714,1041.6439522080714,1052.0673718720748,Clerk,1
73,Data_Entry,1051.380860910139,1051.380860910139,1060.1237262705713,Clerk,1
74,Data_Entry,1055.604655260775,1055.604655260775,1060.6464142633006,Clerk,1
19,Underwriting,262.55288891333737,641.6158636018126,1065.4072286745322,Reserve_UW,2
70,Underwriting,1037.5445730719377,1037.5445730719377,1070.2224624393468,Primary_UW,1
75,Data_Entry,1064.9804039358862,1064.9804039358862,1073.6116610081992,Clerk,1
68,Underwriting,1027.7722387620345,1027.7722387620345,1073.7163272668226,Primary_UW,1
71,Underwriting,1048.0452429083364,1048.0452429083364,1075.3662056472342,Primary_UW,1
69,Underwriting,1040.034678643082,1040.034678643082,1079.3327480639534,Primary_UW,1
76,Data_Entry,1075.5103681714454,1075.5103681714454,1085.060762739684,Clerk,1
77,Data_Entry,1077.5659894330486,1077.5659894330486,1086.4931234262954,Clerk,1
78,Data_Entry,1080.0329482384034,1080.0329482384034,1088.8364349048031,Clerk,2
79,Data_Entry,1083.2507003595297,1083.2507003595297,1092.3112923845872,Clerk,1
80,Data_Entry,1086.6424830665023,1086.6424830665023,1095.3979308385112,Clerk,1
74,Underwriting,1060.6464142633006,1073.7163272668226,1100.9708564443763,Primary_UW,1
75,Underwriting,1073.6116610081992,1075.3662056472342,1101.7254055050576,Primary_UW,1
81,Data_Entry,1093.1631836428696,1093.1631836428696,1102.0798463622689,Clerk,1
76,Underwriting,1085.060762739684,1085.060762739684,1119.1162138582,Primary_UW,1
72,Underwriting,1052.0673718720748,1052.0673718720748,1127.4711288987833,Primary_UW,1
73,Underwriting,1060.1237262705713,1070.2224624393468,1131.3357398445578,Primary_UW,1
82,Data_Entry,1125.909492577249,1125.909492577249,1132.0052650821112,Clerk,1
74,VP_Approval,1100.9708564443763,1100.9708564443763,1135.044319287523,VP,1
83,Data_Entry,1129.1820045252773,1129.1820045252773,1140.7423260186422,Clerk,1
76,VP_Approval,1119.1162138582,1119.1162138582,1142.3813794344278,VP,1
85,Data_Entry,1134.3657614345707,1134.3657614345707,1143.6084635356171,Clerk,2
84,Data_Entry,1133.462053792054,1133.462053792054,1144.3647796728087,Clerk,1
79,Underwriting,1092.3112923845872,1101.7254055050576,1155.7550662252102,Primary_UW,1
22,Underwriting,344.6940266912983,1029.5167401516587,1158.879140642187,Reserve_UW,2
82,Underwriting,1132.0052650821112,1132.0052650821112,1164.19755797212,Primary_UW,1
80,Underwriting,1095.3979308385112,1119.1162138582,1177.242700688328,Primary_UW,1
81,Underwriting,1102.0798463622689,1127.4711288987833,1188.7131664308054,Primary_UW,1
77,Underwriting,1086.4931234262954,1100.9708564443763,1195.2546962066122,Primary_UW,1
84,Underwriting,1144.3647796728087,1164.19755797212,1204.719546508241,Primary_UW,1
86,Data_Entry,1200.916181442486,1200.916181442486,1207.4296958017553,Clerk,1
87,Data_Entry,1204.6140713234602,1204.6140713234602,1210.8675986144535,Clerk,1
83,Underwriting,1140.7423260186422,1155.7550662252102,1217.8599148756114,Primary_UW,1
88,Data_Entry,1229.9844790049733,1229.9844790049733,1239.0306863542376,Clerk,1
86,Underwriting,1207.4296958017553,1207.4296958017553,1239.6847866329185,Primary_UW,1
87,Underwriting,1210.8675986144535,1210.8675986144535,1254.2112098591633,Primary_UW,1
89,Data_Entry,1251.5152660274784,1251.5152660274784,1261.9815074469814,Clerk,1
88,Underwriting,1239.0306863542376,1239.0306863542376,1288.9633973881441,Primary_UW,1
89,Underwriting,1261.9815074469814,1261.9815074469814,1306.9157775126305,Primary_UW,1
90,Data_Entry,1303.8460245820843,1303.8460245820843,1316.4758387555432,Clerk,1
91,Data_Entry,1324.2320845715406,1324.2320845715406,1334.0843380083497,Clerk,2
29,Underwriting,395.92011453006177,1065.4072286745322,1351.389458825148,Reserve_UW,2
89,VP_Approval,1306.9157775126305,1306.9157775126305,1355.7423427035023,VP,1
93,Data_Entry,1359.1394075742326,1359.1394075742326,1366.7760739095056,Clerk,1
92,Data_Entry,1357.7808997241652,1357.7808997241652,1367.2188773681062,Clerk,1
94,Data_Entry,1370.280673044768,1370.280673044768,1378.270357976714,Clerk,1
29,VP_Approval,1351.389458825148,1351.389458825148,1381.7843321896987,VP,2
95,Data_Entry,1382.3499408597506,1382.3499408597506,1387.5337795027153,Clerk,1
94,Underwriting,1378.270357976714,1378.270357976714,1410.1281663482405,Primary_UW,1
96,Data_Entry,1410.6390610979558,1410.6390610979558,1421.197438784385,Clerk,1
92,Underwriting,1367.2188773681062,1367.2188773681062,1421.2356741562164,Primary_UW,1
95,Underwriting,1387.5337795027153,1387.5337795027153,1424.923432905908,Primary_UW,1
97,Data_Entry,1417.2499976988508,1417.2499976988508,1425.9578756123865,Clerk,1
93,Underwriting,1366.7760739095056,1366.7760739095056,1426.2536992800578,Primary_UW,1
98,Data_Entry,1434.944646125328,1434.944646125328,1441.2087952757697,Clerk,1
96,Underwriting,1421.197438784385,1421.197438784385,1448.3563302940054,Primary_UW,1
90,Underwriting,1316.4758387555432,1316.4758387555432,1449.1727502384883,Primary_UW,1
99,Data_Entry,1451.1664759608707,1451.1664759608707,1456.9621333473683,Clerk,2
100,Data_Entry,1451.283077017734,1451.283077017734,1460.374543352219,Clerk,1
97,Underwriting,1425.9578756123865,1425.9578756123865,1478.1080200912804,Primary_UW,1
33,Underwriting,483.1429205559801,1351.389458825148,1480.0869346003356,Reserve_UW,2
98,Underwriting,1441.2087952757697,1441.2087952757697,1488.7449247477507,Primary_UW,1
101,Data_Entry,1479.3950368328744,1479.3950368328744,1490.6963098183196,Clerk,2
95,VP_Approval,1424.923432905908,1424.923432905908,1494.23035178109,VP,1
102,Data_Entry,1489.8769606172955,1489.8769606172955,1495.2785821353327,Clerk,1
103,Data_Entry,1494.299473390757,1494.299473390757,1500.4630207883529,Clerk,1
96,VP_Approval,1448.3563302940054,1448.3563302940054,1511.572933446287,VP,1
100,Underwriting,1460.374543352219,1460.374543352219,1516.3164522127352,Primary_UW,1
104,Data_Entry,1517.9532005976705,1517.9532005976705,1527.4838637965365,Clerk,2
105,Data_Entry,1521.3978636525553,1521.3978636525553,1547.338726646823,Clerk,1
102,Underwriting,1495.2785821353327,1495.2785821353327,1550.2060806542167,Primary_UW,1
103,Underwriting,1500.4630207883529,1500.4630207883529,1555.3630774369142,Primary_UW,1
106,Data_Entry,1547.2617874367793,1547.2617874367793,1556.953461308925,Clerk,1
107,Data_Entry,1549.2764698078797,1549.2764698078797,1560.1485769215162,Clerk,1
107,Underwriting,1560.1485769215162,1560.1485769215162,1599.5535607787983,Primary_UW,1
109,Data_Entry,1594.4375329788768,1594.4375329788768,1600.9138529000347,Clerk,1
108,Data_Entry,1594.1363483870587,1594.1363483870587,1604.3905831323782,Clerk,1
106,Underwriting,1556.953461308925,1556.953461308925,1614.9600441010605,Primary_UW,1
105,Underwriting,1547.338726646823,1547.338726646823,1617.7410493858802,Primary_UW,1
110,Data_Entry,1626.489341097502,1626.489341097502,1634.8585740833705,Clerk,1
108,Underwriting,1604.3905831323782,1604.3905831323782,1641.203713347767,Primary_UW,1
109,Underwriting,1600.9138529000347,1600.9138529000347,1641.5749811942496,Primary_UW,1
111,Data_Entry,1646.465534402774,1646.465534402774,1651.129287185491,Clerk,1
113,Data_Entry,1650.85732733622,1650.85732733622,1655.8911780397093,Clerk,1
112,Data_Entry,1647.8382906824127,1647.8382906824127,1657.8712746012209,Clerk,1
115,Data_Entry,1655.5141317580837,1655.5141317580837,1663.8393063340163,Clerk,1
114,Data_Entry,1655.2267445410084,1655.2267445410084,1666.5480362981937,Clerk,2
113,Underwriting,1655.8911780397093,1655.8911780397093,1684.9377969771385,Primary_UW,1
116,Data_Entry,1679.4865189001287,1679.4865189001287,1686.0458590467067,Clerk,1
111,Underwriting,1651.129287185491,1651.129287185491,1688.1407345744533,Primary_UW,1
112,Underwriting,1657.8712746012209,1657.8712746012209,1691.4495239416904,Primary_UW,1
117,Data_Entry,1691.7958270830102,1691.7958270830102,1700.0744078766438,Clerk,1
118,Data_Entry,1701.0158563897448,1701.0158563897448,1716.5522186196702,Clerk,2
115,Underwriting,1663.8393063340163,1663.8393063340163,1722.504060099828,Primary_UW,1
117,Underwriting,1700.0744078766438,1700.0744078766438,1734.5192705072443,Primary_UW,1
116,Underwriting,1686.0458590467067,1686.0458590467067,1734.7899235295336,Primary_UW,1
110,Underwriting,1634.8585740833705,1634.8585740833705,1747.6864490088972,Primary_UW,1
119,Data_Entry,1743.255875115841,1743.255875115841,1747.703886978915,Clerk,2
120,Data_Entry,1746.9581089716962,1746.9581089716962,1755.5940811791781,Clerk,1
121,Data_Entry,1762.6056184433457,1762.6056184433457,1773.1514429523063,Clerk,1
122,Data_Entry,1771.20071824334,1771.20071824334,1777.6388846394216,Clerk,1
123,Data_Entry,1774.7287021030086,1774.7287021030086,1784.2306439597778,Clerk,1
120,Underwriting,1755.5940811791781,1755.5940811791781,1789.8988855709033,Primary_UW,1
123,Underwriting,1784.2306439597778,1784.2306439597778,1811.8877152234713,Primary_UW,1
124,Data_Entry,1805.9042892524358,1805.9042892524358,1813.2907568957085,Clerk,1
121,Underwriting,1773.1514429523063,1773.1514429523063,1815.8474508246636,Primary_UW,1
125,Data_Entry,1822.1595158448245,1822.1595158448245,1828.8722156815613,Clerk,1
117,VP_Approval,1734.5192705072443,1734.5192705072443,1834.7159668879112,VP,1
127,Data_Entry,1827.5510825517947,1827.5510825517947,1836.772184183739,Clerk,1
126,Data_Entry,1823.0300262426495,1823.0300262426495,1836.8987507849952,Clerk,1
122,Underwriting,1777.6388846394216,1777.6388846394216,1840.8387441153407,Primary_UW,1
128,Data_Entry,1831.8367077490732,1831.8367077490732,1842.5915767689928,Clerk,1
129,Data_Entry,1838.0147192632814,1838.0147192632814,1843.1915291274393,Clerk,1
124,Underwriting,1813.2907568957085,1813.2907568957085,1850.257618371581,Primary_UW,1
130,Data_Entry,1844.5606834154187,1844.5606834154187,1851.164839497893,Clerk,1
125,Underwriting,1828.8722156815613,1828.8722156815613,1855.8670740822445,Primary_UW,1
131,Data_Entry,1872.5331829034835,1872.5331829034835,1878.7169080137346,Clerk,2
122,VP_Approval,1840.8387441153407,1840.8387441153407,1881.7994306506607,VP,1
132,Data_Entry,1882.0603933011441,1882.0603933011441,1890.082029317839,Clerk,1
133,Data_Entry,1888.8034658129332,1888.8034658129332,1891.8917627872545,Clerk,1
134,Data_Entry,1896.3090633092345,1896.3090633092345,1902.3146113029038,Clerk,1
129,Underwriting,1843.1915291274393,1850.257618371581,1903.6425096599844,Primary_UW,1
126,Underwriting,1836.8987507849952,1836.8987507849952,1904.456724845067,Primary_UW,1
135,Data_Entry,1903.999960350947,1903.999960350947,1909.6162152034358,Clerk,2
136,Data_Entry,1906.2314543767886,1906.2314543767886,1911.5487114710645,Clerk,1
128,Underwriting,1842.5915767689928,1842.5915767689928,1916.791599733994,Primary_UW,1
130,Underwriting,1851.164839497893,1855.8670740822445,1916.8048710078633,Primary_UW,1
31,Underwriting,406.5865293867074,1158.879140642187,1922.5033454206596,Reserve_UW,2
137,Data_Entry,1918.258241832312,1918.258241832312,1923.5663811063785,Clerk,1
35,Underwriting,519.2224648982735,1480.0869346003356,1940.5723717601377,Reserve_UW,2
127,Underwriting,1836.772184183739,1836.772184183739,1941.2382697615417,Primary_UW,1
138,Data_Entry,1934.9485295006966,1934.9485295006966,1943.1398074077947,Clerk,2
139,Data_Entry,1937.6132081992591,1937.6132081992591,1943.6965087637425,Clerk,1
132,Underwriting,1890.082029317839,1903.6425096599844,1944.0482854336265,Primary_UW,1
140,Data_Entry,1945.3486092399771,1945.3486092399771,1953.6875868947573,Clerk,1
141,Data_Entry,1951.7708694547237,1951.7708694547237,1959.0455937948018,Clerk,1
128,VP_Approval,1916.791599733994,1916.791599733994,1959.226214308008,VP,1
134,Underwriting,1902.3146113029038,1916.791599733994,1963.8926938746185,Primary_UW,1
142,Data_Entry,1966.0735921114751,1966.0735921114751,1976.0342109530673,Clerk,2
139,Underwriting,1943.6965087637425,1944.0482854336265,1979.208432273327,Primary_UW,1
137,Underwriting,1923.5663811063785,1941.2382697615417,1989.6442748561728,Primary_UW,1
133,Underwriting,1891.8917627872545,1904.456724845067,1990.33788840346,Primary_UW,1
143,Data_Entry,1978.880979384864,1978.880979384864,1992.0228720988493,Clerk,2
136,Underwriting,1911.5487114710645,1916.8048710078633,1996.3647008801772,Primary_UW,1
144,Data_Entry,1996.5195011062203,1996.5195011062203,2001.0660736414754,Clerk,1
139,VP_Approval,1979.208432273327,1979.208432273327,2001.6238183376186,VP,1
145,Data_Entry,1998.8408679421464,1998.8408679421464,2006.643526149788,Clerk,1
146,Data_Entry,1999.4591463410568,1999.4591463410568,2009.2016210467796,Clerk,1
140,Underwriting,1953.6875868947573,1963.8926938746185,2010.6704099878343,Primary_UW,1
147,Data_Entry,2006.7750103798023,2006.7750103798023,2014.4469028752108,Clerk,1
145,Underwriting,2006.643526149788,2006.643526149788,2041.488893319804,Primary_UW,1
146,Underwriting,2009.2016210467796,2009.2016210467796,2045.9024604248652,Primary_UW,1
147,Underwriting,2014.4469028752108,2014.4469028752108,2049.7600063115133,Primary_UW,1
144,Underwriting,2001.0660736414754,2001.0660736414754,2051.084764217275,Primary_UW,1
148,Data_Entry,2059.7421260672963,2059.7421260672963,2070.27899705821,Clerk,1
141,Underwriting,1959.0455937948018,1979.208432273327,2084.1300265305526,Primary_UW,1
149,Data_Entry,2086.3859975975183,2086.3859975975183,2093.0194614652537,Clerk,1
150,Data_Entry,2094.8189911767217,2094.8189911767217,2103.7737925637434,Clerk,1
148,Underwriting,2070.27899705821,2070.27899705821,2121.8420915922734,Primary_UW,1
151,Data_Entry,2122.1195762282523,2122.1195762282523,2131.983545518857,Clerk,1
152,Data_Entry,2125.7197344729207,2125.7197344729207,2132.0878366685592,Clerk,1
153,Data_Entry,2143.1393935867754,2143.1393935867754,2152.946537390027,Clerk,2
154,Data_Entry,2146.991735977835,2146.991735977835,2155.106860307438,Clerk,1
149,Underwriting,2093.0194614652537,2093.0194614652537,2157.080730249684,Primary_UW,1
155,Data_Entry,2150.796491628779,2150.796491628779,2159.255214615198,Clerk,1
156,Data_Entry,2152.583700211676,2152.583700211676,2164.5644295289444,Clerk,2
150,Underwriting,2103.7737925637434,2103.7737925637434,2165.650563862863,Primary_UW,1
151,Underwriting,2131.983545518857,2131.983545518857,2167.7112914516433,Primary_UW,1
157,Data_Entry,2167.29092638217,2167.29092638217,2174.9764783946357,Clerk,1
158,Data_Entry,2176.677582628274,2176.677582628274,2188.0322973946954,Clerk,1
154,Underwriting,2155.106860307438,2155.106860307438,2190.388808287394,Primary_UW,1
152,Underwriting,2132.0878366685592,2132.0878366685592,2192.3628377524287,Primary_UW,1
159,Data_Entry,2183.2172784342506,2183.2172784342506,2193.6779734831257,Clerk,1
160,Data_Entry,2197.4871946422713,2197.4871946422713,2205.7049832947,Clerk,2
161,Data_Entry,2203.2310012740804,2203.2310012740804,2213.251029287352,Clerk,1
155,Underwriting,2159.255214615198,2159.255214615198,2214.891686339438,Primary_UW,1
157,Underwriting,2174.9764783946357,2174.9764783946357,2215.9500604415666,Primary_UW,1
162,Data_Entry,2220.034509810713,2220.034509810713,2229.034737769293,Clerk,1
163,Data_Entry,2226.5510036567157,2226.5510036567157,2234.4044863114063,Clerk,1
164,Data_Entry,2237.6444689963396,2237.6444689963396,2244.0331880999697,Clerk,2
158,Underwriting,2188.0322973946954,2188.0322973946954,2249.925097278012,Primary_UW,1
161,Underwriting,2213.251029287352,2213.251029287352,2252.7349412699928,Primary_UW,1
165,Data_Entry,2244.513391962169,2244.513391962169,2259.8113014259043,Clerk,1
45,Underwriting,654.9626418734821,1940.5723717601377,2263.4463492624664,Reserve_UW,2
166,Data_Entry,2258.154467118183,2258.154467118183,2264.193203522941,Clerk,2
159,Underwriting,2193.6779734831257,2193.6779734831257,2269.0315600619,Primary_UW,1
162,Underwriting,2229.034737769293,2229.034737769293,2275.5043401225666,Primary_UW,1
168,Data_Entry,2266.042101060355,2266.042101060355,2275.8897815593255,Clerk,1
167,Data_Entry,2265.7140604400124,2265.7140604400124,2276.0693639841106,Clerk,1
169,Data_Entry,2266.371814024481,2266.371814024481,2276.2319864198525,Clerk,2
170,Data_Entry,2273.8038503796847,2273.8038503796847,2281.9400725719943,Clerk,1
171,Data_Entry,2276.6577644271165,2276.6577644271165,2283.322641345136,Clerk,1
165,Underwriting,2259.8113014259043,2259.8113014259043,2287.3151118207043,Primary_UW,1
172,Data_Entry,2282.3772939876862,2282.3772939876862,2290.1910266668524,Clerk,2
163,Underwriting,2234.4044863114063,2234.4044863114063,2291.120852261203,Primary_UW,1
173,Data_Entry,2285.86587851548,2285.86587851548,2292.2406665497297,Clerk,1
174,Data_Entry,2295.1690782799255,2295.1690782799255,2302.064672122986,Clerk,1
168,Underwriting,2275.8897815593255,2275.8897815593255,2307.1110096633397,Primary_UW,1
